Freq(Hz), SPL(dB), Phase(degrees)
12762.451, 41.727, -83.416
12762.817, 41.726, -83.404
12763.184, 41.726, -83.397
12763.550, 41.726, -83.398
12763.916, 41.726, -83.403
12764.282, 41.724, -83.404
12764.648, 41.724, -83.397
12765.015, 41.724, -83.387
12765.381, 41.727, -83.384
12765.747, 41.730, -83.394
12766.113, 41.731, -83.413
12766.479, 41.730, -83.429
12766.846, 41.729, -83.433
12767.212, 41.729, -83.426
12767.578, 41.731, -83.417
12767.944, 41.735, -83.420
12768.311, 41.739, -83.440
12768.677, 41.740, -83.474
12769.043, 41.738, -83.506
12769.409, 41.734, -83.523
12769.775, 41.729, -83.518
12770.142, 41.725, -83.495
12770.508, 41.725, -83.467
12770.874, 41.726, -83.448
12771.240, 41.728, -83.445
12771.606, 41.728, -83.451
12771.973, 41.726, -83.453
12772.339, 41.722, -83.438
12772.705, 41.721, -83.403
12773.071, 41.723, -83.363
12773.438, 41.729, -83.341
12773.804, 41.736, -83.351
12774.170, 41.740, -83.394
12774.536, 41.739, -83.446
12774.902, 41.732, -83.479
12775.269, 41.724, -83.474
12775.635, 41.719, -83.438
12776.001, 41.719, -83.391
12776.367, 41.723, -83.362
12776.733, 41.729, -83.361
12777.100, 41.733, -83.385
12777.466, 41.733, -83.413
12777.832, 41.731, -83.433
12778.198, 41.729, -83.439
12778.564, 41.728, -83.438
12778.931, 41.728, -83.439
12779.297, 41.728, -83.444
12779.663, 41.727, -83.451
12780.029, 41.726, -83.455
12780.396, 41.725, -83.452
12780.762, 41.725, -83.446
12781.128, 41.726, -83.443
12781.494, 41.728, -83.449
12781.860, 41.729, -83.467
12782.227, 41.728, -83.491
12782.593, 41.724, -83.510
12782.959, 41.719, -83.510
12783.325, 41.714, -83.486
12783.691, 41.712, -83.445
12784.058, 41.715, -83.407
12784.424, 41.721, -83.393
12784.790, 41.727, -83.411
12785.156, 41.728, -83.452
12785.522, 41.725, -83.490
12785.889, 41.718, -83.503
12786.255, 41.712, -83.485
12786.621, 41.709, -83.452
12786.987, 41.710, -83.425
12787.354, 41.713, -83.420
12787.720, 41.713, -83.432
12788.086, 41.712, -83.446
12788.452, 41.709, -83.448
12788.818, 41.707, -83.437
12789.185, 41.707, -83.426
12789.551, 41.708, -83.424
12789.917, 41.708, -83.433
12790.283, 41.708, -83.445
12790.649, 41.706, -83.448
12791.016, 41.704, -83.441
12791.382, 41.704, -83.427
12791.748, 41.706, -83.417
12792.114, 41.709, -83.417
12792.480, 41.712, -83.426
12792.847, 41.714, -83.443
12793.213, 41.715, -83.462
12793.579, 41.714, -83.478
12793.945, 41.712, -83.485
12794.312, 41.710, -83.479
12794.678, 41.710, -83.465
12795.044, 41.713, -83.454
12795.410, 41.717, -83.461
12795.776, 41.719, -83.489
12796.143, 41.717, -83.524
12796.509, 41.712, -83.544
12796.875, 41.705, -83.532
12797.241, 41.702, -83.494
12797.607, 41.705, -83.455
12797.974, 41.711, -83.444
12798.340, 41.717, -83.472
12798.706, 41.718, -83.521
12799.072, 41.713, -83.563
12799.438, 41.706, -83.573
12799.805, 41.700, -83.551
12800.171, 41.697, -83.515
12800.537, 41.699, -83.485
12800.903, 41.702, -83.471
12801.270, 41.705, -83.468
12801.636, 41.707, -83.470
12802.002, 41.709, -83.476
12802.368, 41.711, -83.489
12802.734, 41.710, -83.509
12803.101, 41.707, -83.527
12803.467, 41.702, -83.526
12803.833, 41.697, -83.498
12804.199, 41.696, -83.451
12804.565, 41.699, -83.409
12804.932, 41.705, -83.393
12805.298, 41.710, -83.405
12805.664, 41.711, -83.432
12806.030, 41.709, -83.450
12806.396, 41.706, -83.449
12806.763, 41.705, -83.438
12807.129, 41.707, -83.436
12807.495, 41.709, -83.456
12807.861, 41.709, -83.491
12808.228, 41.704, -83.521
12808.594, 41.698, -83.528
12808.960, 41.694, -83.509
12809.326, 41.694, -83.484
12809.692, 41.697, -83.477
12810.059, 41.700, -83.496
12810.425, 41.699, -83.530
12810.791, 41.694, -83.552
12811.157, 41.688, -83.542
12811.523, 41.685, -83.501
12811.890, 41.687, -83.454
12812.256, 41.695, -83.432
12812.622, 41.702, -83.451
12812.988, 41.705, -83.500
12813.354, 41.702, -83.548
12813.721, 41.695, -83.568
12814.087, 41.688, -83.549
12814.453, 41.684, -83.507
12814.819, 41.686, -83.468
12815.186, 41.690, -83.453
12815.552, 41.693, -83.463
12815.918, 41.694, -83.484
12816.284, 41.692, -83.501
12816.650, 41.689, -83.506
12817.017, 41.687, -83.504
12817.383, 41.686, -83.502
12817.749, 41.685, -83.502
12818.115, 41.684, -83.502
12818.481, 41.684, -83.494
12818.848, 41.685, -83.483
12819.214, 41.687, -83.476
12819.580, 41.691, -83.483
12819.946, 41.694, -83.505
12820.312, 41.695, -83.533
12820.679, 41.693, -83.551
12821.045, 41.690, -83.550
12821.411, 41.688, -83.533
12821.777, 41.688, -83.509
12822.144, 41.689, -83.487
12822.510, 41.691, -83.470
12822.876, 41.693, -83.453
12823.242, 41.695, -83.434
12823.608, 41.698, -83.416
12823.975, 41.703, -83.408
12824.341, 41.707, -83.418
12824.707, 41.709, -83.442
12825.073, 41.707, -83.470
12825.439, 41.704, -83.487
12825.806, 41.699, -83.489
12826.172, 41.695, -83.480
12826.538, 41.692, -83.469
12826.904, 41.691, -83.464
12827.271, 41.688, -83.461
12827.637, 41.686, -83.454
12828.003, 41.684, -83.440
12828.369, 41.684, -83.423
12828.735, 41.687, -83.416
12829.102, 41.690, -83.427
12829.468, 41.692, -83.453
12829.834, 41.692, -83.483
12830.200, 41.690, -83.504
12830.566, 41.687, -83.511
12830.933, 41.686, -83.507
12831.299, 41.686, -83.503
12831.665, 41.686, -83.502
12832.031, 41.686, -83.503
12832.397, 41.686, -83.498
12832.764, 41.687, -83.486
12833.130, 41.688, -83.471
12833.496, 41.692, -83.464
12833.862, 41.695, -83.471
12834.229, 41.697, -83.492
12834.595, 41.697, -83.516
12834.961, 41.693, -83.531
12835.327, 41.690, -83.530
12835.693, 41.686, -83.515
12836.060, 41.685, -83.497
12836.426, 41.685, -83.484
12836.792, 41.686, -83.481
12837.158, 41.686, -83.486
12837.524, 41.685, -83.493
12837.891, 41.683, -83.498
12838.257, 41.681, -83.501
12838.623, 41.679, -83.501
12838.989, 41.677, -83.500
12839.355, 41.675, -83.499
12839.722, 41.674, -83.497
12840.088, 41.672, -83.495
12840.454, 41.671, -83.492
12840.820, 41.669, -83.486
12841.187, 41.668, -83.475
12841.553, 41.668, -83.459
12841.919, 41.669, -83.441
12842.285, 41.672, -83.430
12842.651, 41.676, -83.434
12843.018, 41.679, -83.456
12843.384, 41.679, -83.489
12843.750, 41.676, -83.516
12844.116, 41.670, -83.521
12844.482, 41.665, -83.497
12844.849, 41.663, -83.454
12845.215, 41.667, -83.414
12845.581, 41.673, -83.398
12845.947, 41.680, -83.416
12846.313, 41.683, -83.456
12846.680, 41.681, -83.495
12847.046, 41.676, -83.514
12847.412, 41.671, -83.504
12847.778, 41.670, -83.479
12848.145, 41.672, -83.459
12848.511, 41.676, -83.461
12848.877, 41.679, -83.486
12849.243, 41.679, -83.522
12849.609, 41.675, -83.550
12849.976, 41.669, -83.554
12850.342, 41.664, -83.532
12850.708, 41.663, -83.497
12851.074, 41.667, -83.466
12851.440, 41.673, -83.457
12851.807, 41.679, -83.477
12852.173, 41.682, -83.519
12852.539, 41.680, -83.567
12852.905, 41.675, -83.601
12853.271, 41.669, -83.606
12853.638, 41.664, -83.586
12854.004, 41.662, -83.554
12854.370, 41.664, -83.528
12854.736, 41.668, -83.521
12855.103, 41.671, -83.534
12855.469, 41.671, -83.557
12855.835, 41.669, -83.576
12856.201, 41.665, -83.582
12856.567, 41.662, -83.573
12856.934, 41.660, -83.555
12857.300, 41.660, -83.536
12857.666, 41.660, -83.522
12858.032, 41.661, -83.514
12858.398, 41.662, -83.511
12858.765, 41.662, -83.510
12859.131, 41.661, -83.506
12859.497, 41.660, -83.497
12859.863, 41.660, -83.484
12860.229, 41.661, -83.470
12860.596, 41.663, -83.462
12860.962, 41.666, -83.463
12861.328, 41.667, -83.472
12861.694, 41.667, -83.484
12862.061, 41.666, -83.492
12862.427, 41.665, -83.492
12862.793, 41.664, -83.485
12863.159, 41.665, -83.477
12863.525, 41.666, -83.474
12863.892, 41.668, -83.477
12864.258, 41.670, -83.489
12864.624, 41.671, -83.505
12864.990, 41.671, -83.526
12865.356, 41.669, -83.548
12865.723, 41.667, -83.566
12866.089, 41.663, -83.575
12866.455, 41.659, -83.572
12866.821, 41.656, -83.558
12867.188, 41.655, -83.540
12867.554, 41.656, -83.527
12867.920, 41.657, -83.521
12868.286, 41.657, -83.524
12868.652, 41.657, -83.528
12869.019, 41.656, -83.530
12869.385, 41.656, -83.527
12869.751, 41.656, -83.522
12870.117, 41.657, -83.522
12870.483, 41.658, -83.532
12870.850, 41.658, -83.549
12871.216, 41.656, -83.568
12871.582, 41.652, -83.578
12871.948, 41.648, -83.570
12872.314, 41.645, -83.545
12872.681, 41.645, -83.511
12873.047, 41.648, -83.485
12873.413, 41.652, -83.479
12873.779, 41.656, -83.495
12874.146, 41.656, -83.520
12874.512, 41.654, -83.538
12874.878, 41.650, -83.537
12875.244, 41.648, -83.520
12875.610, 41.649, -83.499
12875.977, 41.651, -83.490
12876.343, 41.653, -83.496
12876.709, 41.653, -83.509
12877.075, 41.652, -83.514
12877.441, 41.650, -83.507
12877.808, 41.649, -83.492
12878.174, 41.651, -83.480
12878.540, 41.653, -83.479
12878.906, 41.654, -83.486
12879.272, 41.654, -83.492
12879.639, 41.654, -83.491
12880.005, 41.654, -83.487
12880.371, 41.656, -83.489
12880.737, 41.658, -83.502
12881.104, 41.658, -83.523
12881.470, 41.656, -83.541
12881.836, 41.653, -83.548
12882.202, 41.651, -83.542
12882.568, 41.650, -83.532
12882.935, 41.651, -83.526
12883.301, 41.652, -83.529
12883.667, 41.652, -83.537
12884.033, 41.651, -83.545
12884.399, 41.651, -83.552
12884.766, 41.650, -83.557
12885.132, 41.648, -83.562
12885.498, 41.647, -83.567
12885.864, 41.645, -83.569
12886.230, 41.643, -83.564
12886.597, 41.641, -83.557
12886.963, 41.641, -83.552
12887.329, 41.640, -83.550
12887.695, 41.639, -83.549
12888.062, 41.638, -83.541
12888.428, 41.637, -83.524
12888.794, 41.639, -83.506
12889.160, 41.642, -83.500
12889.526, 41.646, -83.515
12889.893, 41.648, -83.548
12890.259, 41.645, -83.583
12890.625, 41.639, -83.599
12890.991, 41.633, -83.585
12891.357, 41.629, -83.547
12891.724, 41.630, -83.504
12892.090, 41.635, -83.479
12892.456, 41.640, -83.478
12892.822, 41.643, -83.497
12893.188, 41.643, -83.518
12893.555, 41.641, -83.527
12893.921, 41.639, -83.523
12894.287, 41.639, -83.514
12894.653, 41.641, -83.510
12895.020, 41.642, -83.519
12895.386, 41.642, -83.534
12895.752, 41.641, -83.547
12896.118, 41.639, -83.551
12896.484, 41.638, -83.548
12896.851, 41.639, -83.545
12897.217, 41.641, -83.552
12897.583, 41.642, -83.571
12897.949, 41.641, -83.595
12898.315, 41.639, -83.611
12898.682, 41.635, -83.612
12899.048, 41.633, -83.600
12899.414, 41.634, -83.585
12899.780, 41.635, -83.577
12900.146, 41.637, -83.579
12900.513, 41.637, -83.583
12900.879, 41.635, -83.578
12901.245, 41.635, -83.560
12901.611, 41.637, -83.536
12901.978, 41.640, -83.519
12902.344, 41.645, -83.520
12902.710, 41.647, -83.535
12903.076, 41.647, -83.551
12903.442, 41.645, -83.558
12903.809, 41.643, -83.551
12904.175, 41.642, -83.541
12904.541, 41.642, -83.538
12904.907, 41.641, -83.546
12905.273, 41.638, -83.556
12905.640, 41.632, -83.551
12906.006, 41.627, -83.521
12906.372, 41.625, -83.474
12906.738, 41.628, -83.431
12907.104, 41.634, -83.417
12907.471, 41.640, -83.440
12907.837, 41.643, -83.490
12908.203, 41.640, -83.544
12908.569, 41.633, -83.576
12908.936, 41.625, -83.576
12909.302, 41.620, -83.549
12909.668, 41.620, -83.514
12910.034, 41.624, -83.492
12910.400, 41.629, -83.496
12910.767, 41.633, -83.525
12911.133, 41.634, -83.565
12911.499, 41.632, -83.597
12911.865, 41.627, -83.608
12912.231, 41.624, -83.596
12912.598, 41.623, -83.572
12912.964, 41.626, -83.553
12913.330, 41.630, -83.552
12913.696, 41.632, -83.570
12914.062, 41.632, -83.595
12914.429, 41.628, -83.610
12914.795, 41.623, -83.601
12915.161, 41.620, -83.571
12915.527, 41.620, -83.533
12915.894, 41.623, -83.504
12916.260, 41.627, -83.496
12916.626, 41.629, -83.506
12916.992, 41.630, -83.523
12917.358, 41.628, -83.534
12917.725, 41.627, -83.536
12918.091, 41.626, -83.533
12918.457, 41.626, -83.534
12918.823, 41.626, -83.544
12919.189, 41.624, -83.558
12919.556, 41.622, -83.567
12919.922, 41.618, -83.564
12920.288, 41.617, -83.551
12920.654, 41.617, -83.535
12921.021, 41.619, -83.529
12921.387, 41.622, -83.538
12921.753, 41.624, -83.560
12922.119, 41.623, -83.585
12922.485, 41.620, -83.603
12922.852, 41.616, -83.605
12923.218, 41.613, -83.594
12923.584, 41.612, -83.574
12923.950, 41.613, -83.554
12924.316, 41.615, -83.541
12924.683, 41.618, -83.538
12925.049, 41.621, -83.546
12925.415, 41.624, -83.562
12925.781, 41.625, -83.583
12926.147, 41.625, -83.606
12926.514, 41.623, -83.628
12926.880, 41.621, -83.645
12927.246, 41.618, -83.654
12927.612, 41.614, -83.652
12927.979, 41.612, -83.641
12928.345, 41.611, -83.623
12928.711, 41.612, -83.608
12929.077, 41.615, -83.602
12929.443, 41.617, -83.607
12929.810, 41.617, -83.620
12930.176, 41.616, -83.629
12930.542, 41.613, -83.622
12930.908, 41.611, -83.597
12931.274, 41.612, -83.561
12931.641, 41.617, -83.532
12932.007, 41.624, -83.527
12932.373, 41.630, -83.553
12932.739, 41.632, -83.601
12933.105, 41.628, -83.649
12933.472, 41.619, -83.671
12933.838, 41.610, -83.657
12934.204, 41.603, -83.611
12934.570, 41.600, -83.552
12934.937, 41.603, -83.505
12935.303, 41.608, -83.484
12935.669, 41.613, -83.492
12936.035, 41.615, -83.520
12936.401, 41.613, -83.555
12936.768, 41.609, -83.581
12937.134, 41.603, -83.590
12937.500, 41.597, -83.578
12937.866, 41.594, -83.551
12938.232, 41.595, -83.523
12938.599, 41.599, -83.508
12938.965, 41.604, -83.518
12939.331, 41.607, -83.549
12939.697, 41.607, -83.588
12940.063, 41.604, -83.614
12940.430, 41.600, -83.616
12940.796, 41.598, -83.598
12941.162, 41.600, -83.576
12941.528, 41.603, -83.567
12941.895, 41.607, -83.574
12942.261, 41.608, -83.588
12942.627, 41.606, -83.591
12942.993, 41.605, -83.574
12943.359, 41.606, -83.545
12943.726, 41.610, -83.520
12944.092, 41.615, -83.515
12944.458, 41.620, -83.531
12944.824, 41.621, -83.556
12945.190, 41.619, -83.576
12945.557, 41.616, -83.580
12945.923, 41.614, -83.573
12946.289, 41.614, -83.567
12946.655, 41.613, -83.570
12947.021, 41.612, -83.583
12947.388, 41.608, -83.593
12947.754, 41.603, -83.589
12948.120, 41.599, -83.568
12948.486, 41.598, -83.539
12948.853, 41.600, -83.519
12949.219, 41.603, -83.519
12949.585, 41.605, -83.537
12949.951, 41.604, -83.559
12950.317, 41.602, -83.571
12950.684, 41.599, -83.565
12951.050, 41.600, -83.551
12951.416, 41.603, -83.548
12951.782, 41.606, -83.569
12952.148, 41.607, -83.610
12952.515, 41.603, -83.651
12952.881, 41.596, -83.670
12953.247, 41.589, -83.655
12953.613, 41.585, -83.617
12953.979, 41.585, -83.576
12954.346, 41.589, -83.554
12954.712, 41.593, -83.554
12955.078, 41.594, -83.566
12955.444, 41.594, -83.575
12955.811, 41.592, -83.571
12956.177, 41.592, -83.558
12956.543, 41.594, -83.546
12956.909, 41.597, -83.543
12957.275, 41.600, -83.550
12957.642, 41.601, -83.565
12958.008, 41.602, -83.582
12958.374, 41.603, -83.600
12958.740, 41.602, -83.620
12959.106, 41.600, -83.639
12959.473, 41.597, -83.652
12959.839, 41.594, -83.653
12960.205, 41.591, -83.642
12960.571, 41.591, -83.625
12960.938, 41.592, -83.615
12961.304, 41.594, -83.617
12961.670, 41.595, -83.630
12962.036, 41.594, -83.646
12962.402, 41.592, -83.657
12962.769, 41.590, -83.658
12963.135, 41.588, -83.652
12963.501, 41.588, -83.645
12963.867, 41.587, -83.639
12964.233, 41.587, -83.634
12964.600, 41.587, -83.629
12964.966, 41.587, -83.621
12965.332, 41.588, -83.614
12965.698, 41.589, -83.611
12966.064, 41.590, -83.613
12966.431, 41.589, -83.616
12966.797, 41.588, -83.611
12967.163, 41.588, -83.594
12967.529, 41.589, -83.570
12967.896, 41.592, -83.550
12968.262, 41.598, -83.546
12968.628, 41.603, -83.564
12968.994, 41.605, -83.599
12969.360, 41.604, -83.636
12969.727, 41.599, -83.658
12970.093, 41.594, -83.659
12970.459, 41.590, -83.641
12970.825, 41.588, -83.615
12971.191, 41.589, -83.593
12971.558, 41.590, -83.579
12971.924, 41.592, -83.573
12972.290, 41.593, -83.572
12972.656, 41.595, -83.576
12973.022, 41.597, -83.588
12973.389, 41.597, -83.611
12973.755, 41.596, -83.640
12974.121, 41.592, -83.666
12974.487, 41.587, -83.678
12974.854, 41.581, -83.669
12975.220, 41.576, -83.644
12975.586, 41.574, -83.610
12975.952, 41.575, -83.578
12976.318, 41.578, -83.553
12976.685, 41.581, -83.539
12977.051, 41.585, -83.536
12977.417, 41.589, -83.543
12977.783, 41.592, -83.560
12978.149, 41.593, -83.580
12978.516, 41.592, -83.595
12978.882, 41.590, -83.599
12979.248, 41.589, -83.593
12979.614, 41.590, -83.585
12979.980, 41.592, -83.587
12980.347, 41.594, -83.603
12980.713, 41.593, -83.625
12981.079, 41.590, -83.641
12981.445, 41.587, -83.641
12981.812, 41.584, -83.630
12982.178, 41.584, -83.619
12982.544, 41.584, -83.620
12982.910, 41.583, -83.633
12983.276, 41.580, -83.644
12983.643, 41.576, -83.640
12984.009, 41.572, -83.620
12984.375, 41.572, -83.596
12984.741, 41.574, -83.586
12985.107, 41.576, -83.595
12985.474, 41.575, -83.614
12985.840, 41.571, -83.623
12986.206, 41.567, -83.610
12986.572, 41.565, -83.578
12986.938, 41.568, -83.549
12987.305, 41.573, -83.541
12987.671, 41.578, -83.559
12988.037, 41.580, -83.590
12988.403, 41.578, -83.617
12988.770, 41.575, -83.627
12989.136, 41.573, -83.622
12989.502, 41.573, -83.614
12989.868, 41.574, -83.613
12990.234, 41.575, -83.622
12990.601, 41.574, -83.633
12990.967, 41.571, -83.635
12991.333, 41.568, -83.621
12991.699, 41.567, -83.592
12992.065, 41.569, -83.560
12992.432, 41.574, -83.543
12992.798, 41.579, -83.552
12993.164, 41.582, -83.584
12993.530, 41.580, -83.620
12993.896, 41.575, -83.636
12994.263, 41.569, -83.619
12994.629, 41.566, -83.578
12994.995, 41.570, -83.541
12995.361, 41.576, -83.536
12995.728, 41.580, -83.568
12996.094, 41.579, -83.615
12996.460, 41.573, -83.644
12996.826, 41.566, -83.635
12997.192, 41.562, -83.600
12997.559, 41.564, -83.569
12997.925, 41.567, -83.570
12998.291, 41.568, -83.596
12998.657, 41.563, -83.617
12999.023, 41.556, -83.602
12999.390, 41.553, -83.548
12999.756, 41.557, -83.487
13000.122, 41.568, -83.462
13000.488, 41.578, -83.494
13000.854, 41.582, -83.564
13001.221, 41.578, -83.626
13001.587, 41.569, -83.643
13001.953, 41.562, -83.609
13002.319, 41.562, -83.557
13002.686, 41.569, -83.525
13003.052, 41.577, -83.538
13003.418, 41.582, -83.583
13003.784, 41.580, -83.633
13004.150, 41.575, -83.660
13004.517, 41.569, -83.656
13004.883, 41.566, -83.633
13005.249, 41.567, -83.611
13005.615, 41.568, -83.602
13005.981, 41.570, -83.605
13006.348, 41.570, -83.611
13006.714, 41.570, -83.615
13007.080, 41.569, -83.618
13007.446, 41.569, -83.622
13007.812, 41.568, -83.629
13008.179, 41.567, -83.638
13008.545, 41.564, -83.645
13008.911, 41.562, -83.645
13009.277, 41.559, -83.640
13009.644, 41.557, -83.633
13010.010, 41.556, -83.628
13010.376, 41.554, -83.625
13010.742, 41.552, -83.621
13011.108, 41.550, -83.612
13011.475, 41.549, -83.598
13011.841, 41.548, -83.583
13012.207, 41.549, -83.571
13012.573, 41.550, -83.563
13012.939, 41.552, -83.560
13013.306, 41.553, -83.561
13013.672, 41.555, -83.566
13014.038, 41.556, -83.576
13014.404, 41.557, -83.590
13014.771, 41.558, -83.607
13015.137, 41.557, -83.623
13015.503, 41.555, -83.634
13015.869, 41.553, -83.637
13016.235, 41.551, -83.631
13016.602, 41.550, -83.617
13016.968, 41.550, -83.599
13017.334, 41.552, -83.581
13017.700, 41.555, -83.572
13018.066, 41.559, -83.576
13018.433, 41.562, -83.593
13018.799, 41.562, -83.614
13019.165, 41.559, -83.626
13019.531, 41.556, -83.619
13019.897, 41.555, -83.596
13020.264, 41.556, -83.570
13020.630, 41.560, -83.559
13020.996, 41.564, -83.568
13021.362, 41.566, -83.593
13021.729, 41.564, -83.618
13022.095, 41.561, -83.629
13022.461, 41.558, -83.625
13022.827, 41.557, -83.617
13023.193, 41.557, -83.614
13023.560, 41.558, -83.620
13023.926, 41.557, -83.631
13024.292, 41.555, -83.636
13024.658, 41.554, -83.634
13025.024, 41.553, -83.629
13025.391, 41.554, -83.628
13025.757, 41.555, -83.636
13026.123, 41.556, -83.649
13026.489, 41.555, -83.663
13026.855, 41.554, -83.674
13027.222, 41.553, -83.682
13027.588, 41.551, -83.687
13027.954, 41.549, -83.686
13028.320, 41.547, -83.675
13028.687, 41.547, -83.655
13029.053, 41.549, -83.635
13029.419, 41.552, -83.631
13029.785, 41.555, -83.649
13030.151, 41.555, -83.679
13030.518, 41.551, -83.701
13030.884, 41.545, -83.696
13031.250, 41.542, -83.663
13031.616, 41.543, -83.623
13031.982, 41.548, -83.607
13032.349, 41.553, -83.627
13032.715, 41.553, -83.673
13033.081, 41.548, -83.712
13033.447, 41.538, -83.714
13033.813, 41.531, -83.673
13034.180, 41.530, -83.610
13034.546, 41.535, -83.561
13034.912, 41.543, -83.550
13035.278, 41.549, -83.576
13035.645, 41.551, -83.617
13036.011, 41.548, -83.646
13036.377, 41.544, -83.651
13036.743, 41.542, -83.637
13037.109, 41.543, -83.620
13037.476, 41.545, -83.616
13037.842, 41.548, -83.625
13038.208, 41.548, -83.642
13038.574, 41.547, -83.657
13038.940, 41.544, -83.664
13039.307, 41.541, -83.661
13039.673, 41.539, -83.648
13040.039, 41.537, -83.627
13040.405, 41.537, -83.603
13040.771, 41.540, -83.583
13041.138, 41.544, -83.578
13041.504, 41.548, -83.595
13041.870, 41.550, -83.629
13042.236, 41.547, -83.665
13042.603, 41.541, -83.683
13042.969, 41.535, -83.671
13043.335, 41.531, -83.632
13043.701, 41.532, -83.587
13044.067, 41.538, -83.561
13044.434, 41.546, -83.567
13044.800, 41.551, -83.604
13045.166, 41.551, -83.652
13045.532, 41.548, -83.689
13045.898, 41.542, -83.702
13046.265, 41.538, -83.693
13046.631, 41.537, -83.677
13046.997, 41.537, -83.668
13047.363, 41.537, -83.668
13047.729, 41.535, -83.672
13048.096, 41.533, -83.667
13048.462, 41.531, -83.651
13048.828, 41.530, -83.628
13049.194, 41.532, -83.612
13049.561, 41.534, -83.612
13049.927, 41.535, -83.624
13050.293, 41.533, -83.638
13050.659, 41.530, -83.639
13051.025, 41.526, -83.627
13051.392, 41.525, -83.608
13051.758, 41.526, -83.596
13052.124, 41.527, -83.597
13052.490, 41.527, -83.606
13052.856, 41.525, -83.612
13053.223, 41.522, -83.607
13053.589, 41.521, -83.589
13053.955, 41.522, -83.570
13054.321, 41.525, -83.561
13054.688, 41.528, -83.568
13055.054, 41.530, -83.588
13055.420, 41.531, -83.613
13055.786, 41.529, -83.633
13056.152, 41.527, -83.644
13056.519, 41.524, -83.648
13056.885, 41.522, -83.643
13057.251, 41.521, -83.632
13057.617, 41.521, -83.616
13057.983, 41.522, -83.602
13058.350, 41.525, -83.596
13058.716, 41.529, -83.606
13059.082, 41.530, -83.629
13059.448, 41.529, -83.654
13059.814, 41.526, -83.667
13060.181, 41.522, -83.660
13060.547, 41.521, -83.639
13060.913, 41.523, -83.617
13061.279, 41.527, -83.613
13061.646, 41.531, -83.633
13062.012, 41.532, -83.669
13062.378, 41.529, -83.701
13062.744, 41.523, -83.711
13063.110, 41.518, -83.692
13063.477, 41.517, -83.657
13063.843, 41.520, -83.626
13064.209, 41.525, -83.618
13064.575, 41.530, -83.638
13064.941, 41.531, -83.671
13065.308, 41.528, -83.699
13065.674, 41.524, -83.706
13066.040, 41.521, -83.694
13066.406, 41.520, -83.676
13066.772, 41.521, -83.667
13067.139, 41.522, -83.671
13067.505, 41.521, -83.682
13067.871, 41.518, -83.687
13068.237, 41.515, -83.675
13068.604, 41.514, -83.651
13068.970, 41.515, -83.625
13069.336, 41.519, -83.611
13069.702, 41.523, -83.616
13070.068, 41.526, -83.639
13070.435, 41.527, -83.673
13070.801, 41.525, -83.706
13071.167, 41.520, -83.726
13071.533, 41.514, -83.725
13071.899, 41.509, -83.699
13072.266, 41.508, -83.655
13072.632, 41.512, -83.612
13072.998, 41.519, -83.592
13073.364, 41.528, -83.611
13073.730, 41.533, -83.663
13074.097, 41.532, -83.724
13074.463, 41.525, -83.766
13074.829, 41.517, -83.768
13075.195, 41.511, -83.738
13075.562, 41.510, -83.698
13075.928, 41.513, -83.674
13076.294, 41.516, -83.679
13076.660, 41.516, -83.700
13077.026, 41.512, -83.716
13077.393, 41.507, -83.708
13077.759, 41.504, -83.676
13078.125, 41.505, -83.638
13078.491, 41.509, -83.617
13078.857, 41.515, -83.626
13079.224, 41.518, -83.662
13079.590, 41.517, -83.706
13079.956, 41.511, -83.734
13080.322, 41.505, -83.733
13080.688, 41.500, -83.706
13081.055, 41.500, -83.671
13081.421, 41.505, -83.651
13081.787, 41.510, -83.659
13082.153, 41.513, -83.689
13082.520, 41.513, -83.725
13082.886, 41.509, -83.747
13083.252, 41.506, -83.748
13083.618, 41.504, -83.734
13083.984, 41.505, -83.721
13084.351, 41.507, -83.719
13084.717, 41.508, -83.729
13085.083, 41.508, -83.738
13085.449, 41.507, -83.739
13085.815, 41.506, -83.730
13086.182, 41.507, -83.721
13086.548, 41.508, -83.719
13086.914, 41.508, -83.726
13087.280, 41.507, -83.731
13087.646, 41.504, -83.723
13088.013, 41.502, -83.700
13088.379, 41.503, -83.671
13088.745, 41.506, -83.651
13089.111, 41.509, -83.649
13089.478, 41.511, -83.661
13089.844, 41.510, -83.675
13090.210, 41.508, -83.677
13090.576, 41.505, -83.663
13090.942, 41.505, -83.644
13091.309, 41.508, -83.632
13091.675, 41.510, -83.636
13092.041, 41.512, -83.655
13092.407, 41.511, -83.678
13092.773, 41.508, -83.695
13093.140, 41.504, -83.700
13093.506, 41.501, -83.693
13093.872, 41.499, -83.680
13094.238, 41.499, -83.668
13094.604, 41.500, -83.666
13094.971, 41.500, -83.674
13095.337, 41.499, -83.688
13095.703, 41.496, -83.699
13096.069, 41.492, -83.694
13096.436, 41.489, -83.670
13096.802, 41.488, -83.633
13097.168, 41.492, -83.600
13097.534, 41.498, -83.588
13097.900, 41.505, -83.605
13098.267, 41.508, -83.643
13098.633, 41.507, -83.682
13098.999, 41.504, -83.706
13099.365, 41.499, -83.707
13099.731, 41.497, -83.691
13100.098, 41.497, -83.673
13100.464, 41.499, -83.663
13100.830, 41.500, -83.665
13101.196, 41.501, -83.674
13101.562, 41.501, -83.682
13101.929, 41.500, -83.685
13102.295, 41.498, -83.680
13102.661, 41.498, -83.670
13103.027, 41.499, -83.660
