Freq(Hz), SPL(dB), Phase(degrees)
372.803, 61.719, -49.727
373.169, 61.714, -49.723
373.535, 61.709, -49.720
373.901, 61.703, -49.716
374.268, 61.697, -49.712
374.634, 61.692, -49.707
375.000, 61.686, -49.701
375.366, 61.681, -49.696
375.732, 61.675, -49.691
376.099, 61.670, -49.687
376.465, 61.665, -49.683
376.831, 61.659, -49.679
377.197, 61.654, -49.674
377.563, 61.648, -49.669
377.930, 61.643, -49.664
378.296, 61.638, -49.659
378.662, 61.632, -49.655
379.028, 61.627, -49.650
379.395, 61.622, -49.646
379.761, 61.616, -49.640
380.127, 61.611, -49.635
380.493, 61.606, -49.629
380.859, 61.601, -49.625
381.226, 61.595, -49.622
381.592, 61.590, -49.618
381.958, 61.585, -49.615
382.324, 61.579, -49.610
382.690, 61.574, -49.605
383.057, 61.568, -49.599
383.423, 61.563, -49.594
383.789, 61.558, -49.589
384.155, 61.553, -49.585
384.521, 61.547, -49.581
384.888, 61.542, -49.577
385.254, 61.537, -49.572
385.620, 61.531, -49.567
385.986, 61.526, -49.562
386.353, 61.521, -49.557
386.719, 61.516, -49.552
387.085, 61.511, -49.547
387.451, 61.505, -49.542
387.817, 61.500, -49.536
388.184, 61.495, -49.531
388.550, 61.490, -49.527
388.916, 61.485, -49.523
389.282, 61.480, -49.518
389.648, 61.475, -49.513
390.015, 61.469, -49.508
390.381, 61.464, -49.503
390.747, 61.459, -49.499
391.113, 61.454, -49.495
391.479, 61.449, -49.491
391.846, 61.444, -49.487
392.212, 61.439, -49.482
392.578, 61.434, -49.477
392.944, 61.429, -49.472
393.311, 61.424, -49.468
393.677, 61.419, -49.463
394.043, 61.414, -49.458
394.409, 61.408, -49.453
394.775, 61.403, -49.448
395.142, 61.398, -49.443
395.508, 61.393, -49.439
395.874, 61.388, -49.434
396.240, 61.383, -49.429
396.606, 61.378, -49.423
396.973, 61.373, -49.417
397.339, 61.368, -49.411
397.705, 61.364, -49.407
398.071, 61.359, -49.403
398.438, 61.354, -49.399
398.804, 61.349, -49.394
399.170, 61.343, -49.389
399.536, 61.338, -49.383
399.902, 61.334, -49.377
400.269, 61.329, -49.372
400.635, 61.324, -49.368
401.001, 61.319, -49.364
401.367, 61.314, -49.359
401.733, 61.309, -49.355
402.100, 61.304, -49.350
402.466, 61.299, -49.346
402.832, 61.295, -49.341
403.198, 61.290, -49.337
403.564, 61.285, -49.333
403.931, 61.280, -49.329
404.297, 61.275, -49.324
404.663, 61.270, -49.319
405.029, 61.265, -49.314
405.396, 61.260, -49.308
405.762, 61.256, -49.303
406.128, 61.251, -49.298
406.494, 61.246, -49.293
406.860, 61.242, -49.288
407.227, 61.237, -49.284
407.593, 61.232, -49.279
407.959, 61.227, -49.274
408.325, 61.222, -49.269
408.691, 61.218, -49.263
409.058, 61.213, -49.258
409.424, 61.208, -49.254
409.790, 61.203, -49.249
410.156, 61.199, -49.244
410.522, 61.194, -49.239
410.889, 61.189, -49.233
411.255, 61.184, -49.228
411.621, 61.180, -49.223
411.987, 61.175, -49.219
412.354, 61.170, -49.215
412.720, 61.166, -49.211
413.086, 61.161, -49.206
413.452, 61.156, -49.201
413.818, 61.151, -49.196
414.185, 61.147, -49.191
414.551, 61.142, -49.187
414.917, 61.137, -49.182
415.283, 61.133, -49.177
415.649, 61.128, -49.172
416.016, 61.123, -49.167
416.382, 61.119, -49.162
416.748, 61.114, -49.157
417.114, 61.110, -49.152
417.480, 61.105, -49.147
417.847, 61.101, -49.143
418.213, 61.096, -49.138
418.579, 61.091, -49.133
418.945, 61.087, -49.128
419.312, 61.082, -49.123
419.678, 61.078, -49.117
420.044, 61.073, -49.112
420.410, 61.069, -49.107
420.776, 61.064, -49.102
421.143, 61.059, -49.097
421.509, 61.055, -49.092
421.875, 61.050, -49.087
422.241, 61.046, -49.083
422.607, 61.042, -49.078
422.974, 61.037, -49.074
423.340, 61.032, -49.070
423.706, 61.028, -49.065
424.072, 61.023, -49.060
424.438, 61.019, -49.055
424.805, 61.014, -49.050
425.171, 61.010, -49.045
425.537, 61.005, -49.041
425.903, 61.001, -49.036
426.270, 60.996, -49.031
426.636, 60.992, -49.025
427.002, 60.988, -49.020
427.368, 60.983, -49.015
427.734, 60.979, -49.010
428.101, 60.974, -49.006
428.467, 60.970, -49.000
428.833, 60.965, -48.994
429.199, 60.961, -48.988
429.565, 60.957, -48.984
429.932, 60.953, -48.980
430.298, 60.948, -48.977
430.664, 60.944, -48.973
431.030, 60.939, -48.968
431.396, 60.935, -48.963
431.763, 60.930, -48.956
432.129, 60.926, -48.950
432.495, 60.922, -48.945
432.861, 60.918, -48.941
433.228, 60.913, -48.937
433.594, 60.909, -48.933
433.960, 60.905, -48.929
434.326, 60.900, -48.925
434.692, 60.896, -48.920
435.059, 60.892, -48.915
435.425, 60.887, -48.910
435.791, 60.883, -48.905
436.157, 60.879, -48.899
436.523, 60.874, -48.894
436.890, 60.870, -48.888
437.256, 60.866, -48.883
437.622, 60.862, -48.878
437.988, 60.858, -48.874
438.354, 60.854, -48.871
438.721, 60.849, -48.867
439.087, 60.845, -48.863
439.453, 60.840, -48.857
439.819, 60.836, -48.851
440.186, 60.832, -48.845
440.552, 60.828, -48.839
440.918, 60.824, -48.834
441.284, 60.819, -48.829
441.650, 60.815, -48.824
442.017, 60.811, -48.819
442.383, 60.807, -48.814
442.749, 60.803, -48.810
443.115, 60.799, -48.805
443.481, 60.794, -48.801
443.848, 60.790, -48.797
444.214, 60.786, -48.791
444.580, 60.782, -48.786
444.946, 60.778, -48.780
445.312, 60.774, -48.776
445.679, 60.770, -48.771
446.045, 60.766, -48.767
446.411, 60.762, -48.763
446.777, 60.757, -48.758
447.144, 60.753, -48.753
447.510, 60.749, -48.748
447.876, 60.745, -48.744
448.242, 60.741, -48.739
448.608, 60.737, -48.733
448.975, 60.732, -48.726
449.341, 60.728, -48.717
449.707, 60.725, -48.710
450.073, 60.721, -48.706
450.439, 60.718, -48.703
450.806, 60.714, -48.703
451.172, 60.709, -48.701
451.538, 60.705, -48.698
451.904, 60.700, -48.692
452.271, 60.696, -48.684
452.637, 60.692, -48.678
453.003, 60.688, -48.673
453.369, 60.684, -48.669
453.735, 60.680, -48.665
454.102, 60.676, -48.662
454.468, 60.672, -48.657
454.834, 60.668, -48.651
455.200, 60.664, -48.646
455.566, 60.660, -48.640
455.933, 60.656, -48.636
456.299, 60.652, -48.632
456.665, 60.648, -48.628
457.031, 60.644, -48.625
457.397, 60.640, -48.620
457.764, 60.636, -48.616
458.130, 60.632, -48.611
458.496, 60.628, -48.606
458.862, 60.624, -48.601
459.229, 60.620, -48.597
459.595, 60.616, -48.592
459.961, 60.612, -48.586
460.327, 60.608, -48.581
460.693, 60.605, -48.576
461.060, 60.601, -48.571
461.426, 60.597, -48.566
461.792, 60.593, -48.560
462.158, 60.589, -48.555
462.524, 60.586, -48.550
462.891, 60.582, -48.546
463.257, 60.578, -48.543
463.623, 60.574, -48.539
463.989, 60.570, -48.535
464.355, 60.566, -48.530
464.722, 60.562, -48.524
465.088, 60.558, -48.518
465.454, 60.554, -48.513
465.820, 60.551, -48.508
466.187, 60.547, -48.504
466.553, 60.543, -48.500
466.919, 60.539, -48.495
467.285, 60.535, -48.490
467.651, 60.531, -48.485
468.018, 60.528, -48.480
468.384, 60.524, -48.476
468.750, 60.520, -48.471
469.116, 60.516, -48.467
469.482, 60.513, -48.463
469.849, 60.509, -48.459
470.215, 60.505, -48.454
470.581, 60.501, -48.448
470.947, 60.497, -48.443
471.313, 60.494, -48.438
471.680, 60.490, -48.434
472.046, 60.486, -48.431
472.412, 60.482, -48.427
472.778, 60.479, -48.422
473.145, 60.475, -48.416
473.511, 60.471, -48.411
473.877, 60.468, -48.406
474.243, 60.464, -48.402
474.609, 60.461, -48.399
474.976, 60.457, -48.396
475.342, 60.453, -48.392
475.708, 60.449, -48.388
476.074, 60.445, -48.382
476.440, 60.441, -48.376
476.807, 60.438, -48.371
477.173, 60.434, -48.366
477.539, 60.430, -48.362
477.905, 60.427, -48.357
478.271, 60.423, -48.352
478.638, 60.419, -48.347
479.004, 60.416, -48.343
479.370, 60.412, -48.339
479.736, 60.408, -48.335
480.103, 60.405, -48.330
480.469, 60.401, -48.324
480.835, 60.397, -48.319
481.201, 60.394, -48.314
481.567, 60.390, -48.309
481.934, 60.387, -48.305
482.300, 60.383, -48.301
482.666, 60.379, -48.297
483.032, 60.376, -48.293
483.398, 60.372, -48.288
483.765, 60.368, -48.283
484.131, 60.365, -48.278
484.497, 60.361, -48.273
484.863, 60.358, -48.269
485.229, 60.354, -48.265
485.596, 60.351, -48.261
485.962, 60.347, -48.257
486.328, 60.344, -48.253
486.694, 60.340, -48.249
487.061, 60.336, -48.244
487.427, 60.333, -48.238
487.793, 60.329, -48.233
488.159, 60.326, -48.227
488.525, 60.322, -48.222
488.892, 60.319, -48.218
489.258, 60.315, -48.214
489.624, 60.312, -48.210
489.990, 60.308, -48.206
490.356, 60.304, -48.202
490.723, 60.301, -48.197
491.089, 60.297, -48.193
491.455, 60.294, -48.188
491.821, 60.290, -48.183
492.188, 60.287, -48.179
492.554, 60.283, -48.175
492.920, 60.280, -48.171
493.286, 60.276, -48.166
493.652, 60.273, -48.162
494.019, 60.269, -48.158
494.385, 60.266, -48.154
494.751, 60.262, -48.150
495.117, 60.259, -48.145
495.483, 60.255, -48.140
495.850, 60.252, -48.135
496.216, 60.249, -48.131
496.582, 60.245, -48.126
496.948, 60.242, -48.122
497.314, 60.238, -48.118
497.681, 60.235, -48.113
498.047, 60.231, -48.109
498.413, 60.228, -48.105
498.779, 60.224, -48.101
499.146, 60.221, -48.096
499.512, 60.217, -48.090
499.878, 60.214, -48.084
500.244, 60.210, -48.078
500.610, 60.207, -48.073
500.977, 60.204, -48.069
501.343, 60.201, -48.067
501.709, 60.197, -48.064
502.075, 60.194, -48.061
502.441, 60.190, -48.057
502.808, 60.187, -48.053
503.174, 60.184, -48.048
503.540, 60.180, -48.044
503.906, 60.177, -48.039
504.272, 60.174, -48.035
504.639, 60.171, -48.031
505.005, 60.167, -48.028
505.371, 60.164, -48.024
505.737, 60.161, -48.020
506.104, 60.157, -48.016
506.470, 60.154, -48.011
506.836, 60.151, -48.007
507.202, 60.147, -48.001
507.568, 60.144, -47.997
507.935, 60.141, -47.992
508.301, 60.138, -47.988
508.667, 60.134, -47.984
509.033, 60.131, -47.980
509.399, 60.127, -47.976
509.766, 60.124, -47.971
510.132, 60.121, -47.967
510.498, 60.118, -47.962
510.864, 60.114, -47.958
511.230, 60.111, -47.955
511.597, 60.108, -47.951
511.963, 60.104, -47.946
512.329, 60.101, -47.942
512.695, 60.098, -47.937
513.062, 60.095, -47.933
513.428, 60.091, -47.929
513.794, 60.088, -47.926
514.160, 60.085, -47.923
514.526, 60.081, -47.919
514.893, 60.078, -47.914
515.259, 60.075, -47.909
515.625, 60.072, -47.904
515.991, 60.068, -47.900
516.357, 60.065, -47.896
516.724, 60.062, -47.891
517.090, 60.059, -47.887
517.456, 60.056, -47.883
517.822, 60.052, -47.879
518.188, 60.049, -47.875
518.555, 60.046, -47.871
518.921, 60.043, -47.867
519.287, 60.040, -47.863
519.653, 60.036, -47.859
520.020, 60.033, -47.854
520.386, 60.030, -47.850
520.752, 60.027, -47.846
521.118, 60.024, -47.842
521.484, 60.021, -47.838
521.851, 60.017, -47.834
522.217, 60.014, -47.829
522.583, 60.011, -47.825
522.949, 60.008, -47.820
523.315, 60.005, -47.816
523.682, 60.002, -47.813
524.048, 59.999, -47.810
524.414, 59.996, -47.806
524.780, 59.992, -47.803
525.146, 59.989, -47.798
525.513, 59.986, -47.794
525.879, 59.983, -47.789
526.245, 59.980, -47.784
526.611, 59.977, -47.780
526.978, 59.974, -47.776
527.344, 59.971, -47.773
527.710, 59.967, -47.770
528.076, 59.964, -47.767
528.442, 59.961, -47.763
528.809, 59.958, -47.758
529.175, 59.954, -47.752
529.541, 59.951, -47.747
529.907, 59.949, -47.742
530.273, 59.946, -47.739
530.640, 59.943, -47.736
531.006, 59.940, -47.733
531.372, 59.936, -47.729
531.738, 59.933, -47.725
532.104, 59.930, -47.720
532.471, 59.927, -47.716
532.837, 59.925, -47.713
533.203, 59.922, -47.711
533.569, 59.918, -47.708
533.936, 59.915, -47.705
534.302, 59.912, -47.701
534.668, 59.909, -47.696
535.034, 59.906, -47.691
535.400, 59.903, -47.685
535.767, 59.900, -47.681
536.133, 59.897, -47.677
536.499, 59.894, -47.674
536.865, 59.891, -47.671
537.231, 59.888, -47.667
537.598, 59.885, -47.663
537.964, 59.882, -47.660
538.330, 59.879, -47.657
538.696, 59.876, -47.654
539.062, 59.873, -47.650
539.429, 59.870, -47.645
539.795, 59.867, -47.640
540.161, 59.864, -47.635
540.527, 59.861, -47.631
540.894, 59.858, -47.628
541.260, 59.855, -47.625
541.626, 59.852, -47.622
541.992, 59.849, -47.618
542.358, 59.846, -47.614
542.725, 59.843, -47.609
543.091, 59.840, -47.604
543.457, 59.837, -47.600
543.823, 59.834, -47.596
544.189, 59.832, -47.593
544.556, 59.829, -47.590
544.922, 59.826, -47.588
545.288, 59.823, -47.586
545.654, 59.820, -47.583
546.021, 59.816, -47.579
546.387, 59.813, -47.574
546.753, 59.810, -47.569
547.119, 59.808, -47.565
547.485, 59.805, -47.560
547.852, 59.802, -47.557
548.218, 59.799, -47.552
548.584, 59.796, -47.548
548.950, 59.793, -47.544
549.316, 59.791, -47.540
549.683, 59.788, -47.538
550.049, 59.785, -47.536
550.415, 59.782, -47.533
550.781, 59.779, -47.530
551.147, 59.776, -47.526
551.514, 59.773, -47.521
551.880, 59.770, -47.516
552.246, 59.767, -47.511
552.612, 59.765, -47.508
552.979, 59.762, -47.505
553.345, 59.759, -47.503
553.711, 59.756, -47.499
554.077, 59.753, -47.495
554.443, 59.750, -47.491
554.810, 59.747, -47.486
555.176, 59.744, -47.482
555.542, 59.741, -47.479
555.908, 59.739, -47.475
556.274, 59.736, -47.472
556.641, 59.733, -47.469
557.007, 59.730, -47.466
557.373, 59.727, -47.463
557.739, 59.724, -47.459
558.105, 59.721, -47.455
558.472, 59.718, -47.450
558.838, 59.716, -47.446
559.204, 59.713, -47.442
559.570, 59.710, -47.439
559.937, 59.708, -47.436
560.303, 59.705, -47.433
560.669, 59.702, -47.429
561.035, 59.699, -47.425
561.401, 59.697, -47.421
561.768, 59.694, -47.418
562.134, 59.691, -47.415
562.500, 59.688, -47.413
562.866, 59.685, -47.410
563.232, 59.682, -47.407
563.599, 59.680, -47.403
563.965, 59.677, -47.398
564.331, 59.674, -47.393
564.697, 59.671, -47.390
565.063, 59.669, -47.387
565.430, 59.666, -47.385
565.796, 59.663, -47.383
566.162, 59.660, -47.379
566.528, 59.657, -47.375
566.895, 59.654, -47.370
567.261, 59.652, -47.366
567.627, 59.649, -47.362
567.993, 59.647, -47.359
568.359, 59.644, -47.355
568.726, 59.641, -47.352
569.092, 59.638, -47.349
569.458, 59.636, -47.345
569.824, 59.633, -47.342
570.190, 59.630, -47.338
570.557, 59.628, -47.335
570.923, 59.625, -47.332
571.289, 59.622, -47.328
571.655, 59.619, -47.325
572.021, 59.617, -47.322
572.388, 59.614, -47.318
572.754, 59.611, -47.315
573.120, 59.609, -47.312
573.486, 59.606, -47.309
573.853, 59.603, -47.305
574.219, 59.600, -47.302
574.585, 59.598, -47.299
574.951, 59.595, -47.296
575.317, 59.592, -47.292
575.684, 59.590, -47.287
576.050, 59.587, -47.283
576.416, 59.584, -47.280
576.782, 59.582, -47.277
577.148, 59.579, -47.275
577.515, 59.577, -47.273
577.881, 59.574, -47.270
578.247, 59.571, -47.267
578.613, 59.568, -47.263
578.979, 59.566, -47.259
579.346, 59.563, -47.256
579.712, 59.561, -47.253
580.078, 59.558, -47.250
580.444, 59.555, -47.247
580.811, 59.553, -47.244
581.177, 59.550, -47.241
581.543, 59.548, -47.237
581.909, 59.545, -47.234
582.275, 59.542, -47.231
582.642, 59.540, -47.227
583.008, 59.537, -47.224
583.374, 59.534, -47.221
583.740, 59.532, -47.217
584.106, 59.529, -47.214
584.473, 59.527, -47.210
584.839, 59.524, -47.206
585.205, 59.521, -47.203
585.571, 59.519, -47.200
585.938, 59.516, -47.198
586.304, 59.514, -47.196
586.670, 59.511, -47.193
587.036, 59.508, -47.191
587.402, 59.506, -47.187
587.769, 59.503, -47.183
588.135, 59.500, -47.180
588.501, 59.498, -47.177
588.867, 59.495, -47.173
589.233, 59.493, -47.170
589.600, 59.490, -47.167
589.966, 59.488, -47.163
590.332, 59.485, -47.160
590.698, 59.483, -47.157
591.064, 59.480, -47.155
591.431, 59.478, -47.153
591.797, 59.475, -47.151
592.163, 59.472, -47.148
592.529, 59.470, -47.144
592.896, 59.467, -47.140
593.262, 59.465, -47.135
593.628, 59.462, -47.131
593.994, 59.460, -47.128
594.360, 59.457, -47.125
594.727, 59.455, -47.123
595.093, 59.452, -47.120
595.459, 59.450, -47.117
595.825, 59.447, -47.115
596.191, 59.444, -47.113
596.558, 59.442, -47.111
596.924, 59.439, -47.108
597.290, 59.436, -47.104
597.656, 59.433, -47.098
598.022, 59.431, -47.094
598.389, 59.429, -47.091
598.755, 59.427, -47.093
599.121, 59.424, -47.096
599.487, 59.421, -47.097
599.854, 59.417, -47.094
600.220, 59.414, -47.086
600.586, 59.411, -47.075
600.952, 59.409, -47.066
601.318, 59.408, -47.061
601.685, 59.406, -47.061
602.051, 59.404, -47.062
602.417, 59.402, -47.062
602.783, 59.399, -47.060
603.149, 59.396, -47.056
603.516, 59.394, -47.052
603.882, 59.392, -47.049
604.248, 59.390, -47.047
604.614, 59.387, -47.046
604.980, 59.385, -47.044
605.347, 59.382, -47.041
605.713, 59.380, -47.037
606.079, 59.377, -47.034
606.445, 59.375, -47.030
606.812, 59.372, -47.027
607.178, 59.370, -47.024
607.544, 59.367, -47.021
607.910, 59.365, -47.019
608.276, 59.363, -47.016
608.643, 59.360, -47.012
609.009, 59.358, -47.009
609.375, 59.355, -47.006
609.741, 59.353, -47.004
610.107, 59.350, -47.001
610.474, 59.348, -46.999
610.840, 59.345, -46.996
611.206, 59.343, -46.992
611.572, 59.341, -46.989
611.938, 59.338, -46.987
612.305, 59.336, -46.985
612.671, 59.334, -46.983
613.037, 59.331, -46.981
613.403, 59.329, -46.978
613.770, 59.326, -46.975
614.136, 59.324, -46.972
614.502, 59.321, -46.969
614.868, 59.319, -46.967
615.234, 59.317, -46.963
615.601, 59.314, -46.960
615.967, 59.312, -46.957
616.333, 59.309, -46.954
616.699, 59.307, -46.952
617.065, 59.305, -46.949
617.432, 59.302, -46.947
617.798, 59.300, -46.944
618.164, 59.298, -46.942
618.530, 59.295, -46.939
618.896, 59.293, -46.936
619.263, 59.291, -46.934
619.629, 59.288, -46.931
619.995, 59.286, -46.928
620.361, 59.284, -46.926
620.728, 59.281, -46.924
621.094, 59.279, -46.922
621.460, 59.277, -46.919
621.826, 59.274, -46.916
622.192, 59.272, -46.914
622.559, 59.269, -46.911
622.925, 59.267, -46.908
623.291, 59.265, -46.905
623.657, 59.263, -46.902
624.023, 59.260, -46.899
624.390, 59.258, -46.897
624.756, 59.256, -46.895
625.122, 59.253, -46.893
625.488, 59.251, -46.891
625.854, 59.249, -46.889
626.221, 59.246, -46.887
626.587, 59.244, -46.884
626.953, 59.241, -46.881
627.319, 59.239, -46.878
627.686, 59.237, -46.875
628.052, 59.235, -46.872
628.418, 59.232, -46.869
628.784, 59.230, -46.866
629.150, 59.228, -46.864
629.517, 59.225, -46.861
629.883, 59.223, -46.858
630.249, 59.221, -46.855
630.615, 59.219, -46.852
630.981, 59.216, -46.850
631.348, 59.214, -46.848
631.714, 59.212, -46.846
632.080, 59.209, -46.843
632.446, 59.207, -46.840
632.812, 59.205, -46.837
633.179, 59.203, -46.834
633.545, 59.200, -46.832
633.911, 59.198, -46.831
634.277, 59.196, -46.829
634.644, 59.193, -46.827
635.010, 59.191, -46.825
635.376, 59.188, -46.822
635.742, 59.186, -46.819
636.108, 59.184, -46.816
636.475, 59.182, -46.814
636.841, 59.180, -46.813
637.207, 59.177, -46.811
637.573, 59.175, -46.809
637.939, 59.173, -46.806
638.306, 59.171, -46.803
638.672, 59.169, -46.801
639.038, 59.167, -46.799
639.404, 59.164, -46.798
639.771, 59.162, -46.797
640.137, 59.160, -46.794
640.503, 59.157, -46.792
640.869, 59.155, -46.789
641.235, 59.153, -46.786
641.602, 59.151, -46.784
641.968, 59.149, -46.782
642.334, 59.146, -46.781
642.700, 59.144, -46.778
643.066, 59.142, -46.775
643.433, 59.139, -46.771
643.799, 59.137, -46.767
644.165, 59.135, -46.764
644.531, 59.133, -46.763
644.897, 59.131, -46.762
645.264, 59.128, -46.760
645.630, 59.126, -46.758
645.996, 59.124, -46.755
646.362, 59.122, -46.752
646.729, 59.119, -46.750
647.095, 59.117, -46.749
647.461, 59.115, -46.748
647.827, 59.113, -46.747
648.193, 59.110, -46.744
648.560, 59.108, -46.740
648.926, 59.106, -46.737
649.292, 59.104, -46.735
649.658, 59.102, -46.735
650.024, 59.100, -46.736
650.391, 59.098, -46.736
650.757, 59.095, -46.733
651.123, 59.093, -46.728
651.489, 59.090, -46.723
651.855, 59.089, -46.719
652.222, 59.087, -46.717
652.588, 59.085, -46.716
652.954, 59.083, -46.716
653.320, 59.080, -46.715
653.687, 59.078, -46.712
654.053, 59.076, -46.709
654.419, 59.074, -46.706
654.785, 59.071, -46.703
655.151, 59.069, -46.700
655.518, 59.067, -46.698
655.884, 59.065, -46.696
656.250, 59.063, -46.694
656.616, 59.061, -46.692
656.982, 59.059, -46.689
657.349, 59.056, -46.686
657.715, 59.054, -46.684
658.081, 59.052, -46.682
658.447, 59.050, -46.681
658.813, 59.048, -46.680
659.180, 59.046, -46.679
659.546, 59.044, -46.677
659.912, 59.041, -46.674
660.278, 59.039, -46.671
660.645, 59.037, -46.667
661.011, 59.035, -46.665
661.377, 59.033, -46.664
661.743, 59.031, -46.663
662.109, 59.029, -46.662
662.476, 59.027, -46.661
662.842, 59.025, -46.659
663.208, 59.023, -46.657
663.574, 59.020, -46.655
663.940, 59.018, -46.652
664.307, 59.016, -46.649
664.673, 59.014, -46.646
665.039, 59.012, -46.644
665.405, 59.010, -46.643
665.771, 59.008, -46.641
666.138, 59.006, -46.640
666.504, 59.004, -46.637
666.870, 59.002, -46.635
667.236, 59.000, -46.633
667.603, 58.998, -46.632
667.969, 58.996, -46.631
668.335, 58.993, -46.630
668.701, 58.991, -46.628
669.067, 58.989, -46.625
669.434, 58.987, -46.622
669.800, 58.985, -46.619
670.166, 58.983, -46.617
670.532, 58.981, -46.615
670.898, 58.979, -46.615
671.265, 58.977, -46.613
671.631, 58.975, -46.612
671.997, 58.972, -46.609
672.363, 58.970, -46.607
672.729, 58.968, -46.605
673.096, 58.966, -46.604
673.462, 58.964, -46.603
673.828, 58.962, -46.601
